farm,treatment,endpoint,month,month_mean,overall_mean,max,days_survival,years_survival,mean_annual_colonies,mean_annual_bees,queen_mortality,queen_survival,new_queens,surviving_queens,proportion_queens_surviving
ET,gdn,TotalAdultQueens,July,353.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,no gdn,TotalAdultQueens,July,204.2108333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,alt gdn,TotalAdultQueens,July,197.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn pasture,TotalAdultQueens,July,207.7975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn,TotalAdultQueens,July,332.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,no gdn,TotalAdultQueens,July,177.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,alt gdn,TotalAdultQueens,July,210.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn pasture,TotalAdultQueens,July,211.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn,TotalAdultQueens,July,207.2166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,no gdn,TotalAdultQueens,July,205.4308333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,alt gdn,TotalAdultQueens,July,215.5433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn pasture,TotalAdultQueens,July,181.8533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn,TotalAdultQueens,July,296.6825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,no gdn,TotalAdultQueens,July,179.5408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,alt gdn,TotalAdultQueens,July,174.2816667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn pasture,TotalAdultQueens,July,207.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn,TotalAdultQueens,July,216.2291667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,no gdn,TotalAdultQueens,July,122.5658333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,alt gdn,TotalAdultQueens,July,161.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn pasture,TotalAdultQueens,July,168.3541667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn,TotalAdultQueens,July,211.4983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,no gdn,TotalAdultQueens,July,218.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,alt gdn,TotalAdultQueens,July,198.9566667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn pasture,TotalAdultQueens,July,223.2633333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn,TotalAdultWorkers,July,126.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,no gdn,TotalAdultWorkers,July,106.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,alt gdn,TotalAdultWorkers,July,136.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn pasture,TotalAdultWorkers,July,113.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn,TotalAdultWorkers,July,156.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,no gdn,TotalAdultWorkers,July,134.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,alt gdn,TotalAdultWorkers,July,160.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn pasture,TotalAdultWorkers,July,125.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn,TotalAdultWorkers,July,120.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,no gdn,TotalAdultWorkers,July,107.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,alt gdn,TotalAdultWorkers,July,111.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn pasture,TotalAdultWorkers,July,122.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn,TotalAdultWorkers,July,182.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,no gdn,TotalAdultWorkers,July,159.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,alt gdn,TotalAdultWorkers,July,150.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn pasture,TotalAdultWorkers,July,125.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn,TotalAdultWorkers,July,132.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,no gdn,TotalAdultWorkers,July,129.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,alt gdn,TotalAdultWorkers,July,97.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn pasture,TotalAdultWorkers,July,121.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn,TotalAdultWorkers,July,153.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,no gdn,TotalAdultWorkers,July,135.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,alt gdn,TotalAdultWorkers,July,140.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn pasture,TotalAdultWorkers,July,126.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn,TotalAdultWorkers,July,182.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,no gdn,TotalAdultWorkers,July,126.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,alt gdn,TotalAdultWorkers,July,143.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn pasture,TotalAdultWorkers,July,133.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn,TotalAdultWorkers,July,170.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,no gdn,TotalAdultWorkers,July,113.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,alt gdn,TotalAdultWorkers,July,156.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn pasture,TotalAdultWorkers,July,154.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn,TotalAdultWorkers,July,124.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,no gdn,TotalAdultWorkers,July,127.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,alt gdn,TotalAdultWorkers,July,147.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn pasture,TotalAdultWorkers,July,130.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn,TotalAdultWorkers,July,165.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,no gdn,TotalAdultWorkers,July,101.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,alt gdn,TotalAdultWorkers,July,132.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn pasture,TotalAdultWorkers,July,141.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn,TotalAdultWorkers,July,103.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,no gdn,TotalAdultWorkers,July,81.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,alt gdn,TotalAdultWorkers,July,113.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn pasture,TotalAdultWorkers,July,115.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn,TotalAdultWorkers,July,125.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,no gdn,TotalAdultWorkers,July,161.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,alt gdn,TotalAdultWorkers,July,113.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn pasture,TotalAdultWorkers,July,153.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn,TotalBeesEverProduced,July,21978.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,no gdn,TotalBeesEverProduced,July,15795.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,alt gdn,TotalBeesEverProduced,July,17019.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn pasture,TotalBeesEverProduced,July,17500.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn,TotalBeesEverProduced,July,24766.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,no gdn,TotalBeesEverProduced,July,17151.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,alt gdn,TotalBeesEverProduced,July,22024.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn pasture,TotalBeesEverProduced,July,18568.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn,TotalBeesEverProduced,July,18325.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,no gdn,TotalBeesEverProduced,July,16129.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,alt gdn,TotalBeesEverProduced,July,15024.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn pasture,TotalBeesEverProduced,July,17160.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn,TotalBeesEverProduced,July,33470.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,no gdn,TotalBeesEverProduced,July,18983.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,alt gdn,TotalBeesEverProduced,July,20368.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn pasture,TotalBeesEverProduced,July,18860.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn,TotalBeesEverProduced,July,22755.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,no gdn,TotalBeesEverProduced,July,17110.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,alt gdn,TotalBeesEverProduced,July,15857.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn pasture,TotalBeesEverProduced,July,15905.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn,TotalBeesEverProduced,July,29534.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,no gdn,TotalBeesEverProduced,July,16628.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,alt gdn,TotalBeesEverProduced,July,19401.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn pasture,TotalBeesEverProduced,July,17785.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn,TotalBeesEverProduced,July,30253.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,no gdn,TotalBeesEverProduced,July,20505.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,alt gdn,TotalBeesEverProduced,July,21144.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn pasture,TotalBeesEverProduced,July,19883.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn,TotalBeesEverProduced,July,30527.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,no gdn,TotalBeesEverProduced,July,18587.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,alt gdn,TotalBeesEverProduced,July,22043.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn pasture,TotalBeesEverProduced,July,21355.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn,TotalBeesEverProduced,July,20828.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,no gdn,TotalBeesEverProduced,July,19825.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,alt gdn,TotalBeesEverProduced,July,22003.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn pasture,TotalBeesEverProduced,July,18668.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn,TotalBeesEverProduced,July,28499.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,no gdn,TotalBeesEverProduced,July,18393.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,alt gdn,TotalBeesEverProduced,July,17283.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn pasture,TotalBeesEverProduced,July,20521.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn,TotalBeesEverProduced,July,21089.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,no gdn,TotalBeesEverProduced,July,13817.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,alt gdn,TotalBeesEverProduced,July,15775.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn pasture,TotalBeesEverProduced,July,15296.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn,TotalBeesEverProduced,July,21527.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,no gdn,TotalBeesEverProduced,July,21956.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,alt gdn,TotalBeesEverProduced,July,18610.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn pasture,TotalBeesEverProduced,July,22553.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn,TotalColonies,July,6.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,no gdn,TotalColonies,July,6.106666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,alt gdn,TotalColonies,July,5.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn pasture,TotalColonies,July,6.423333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn,TotalColonies,July,7.6975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,no gdn,TotalColonies,July,6.5125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,alt gdn,TotalColonies,July,7.5675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn pasture,TotalColonies,July,6.381666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn,TotalColonies,July,5.995833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,no gdn,TotalColonies,July,5.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,alt gdn,TotalColonies,July,5.856666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn pasture,TotalColonies,July,6.633333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn,TotalColonies,July,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,no gdn,TotalColonies,July,7.053333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,alt gdn,TotalColonies,July,6.838333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn pasture,TotalColonies,July,6.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn,TotalColonies,July,6.363333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,no gdn,TotalColonies,July,6.8325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,alt gdn,TotalColonies,July,5.398333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn pasture,TotalColonies,July,6.709166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn,TotalColonies,July,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,no gdn,TotalColonies,July,5.939166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,alt gdn,TotalColonies,July,6.986666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn pasture,TotalColonies,July,6.995833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn,TotalColonies,July,9.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,no gdn,TotalColonies,July,6.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,alt gdn,TotalColonies,July,6.7625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn pasture,TotalColonies,July,6.7725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn,TotalColonies,July,9.2225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,no gdn,TotalColonies,July,6.754166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,alt gdn,TotalColonies,July,7.7125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn pasture,TotalColonies,July,7.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn,TotalColonies,July,6.326666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,no gdn,TotalColonies,July,5.8275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,alt gdn,TotalColonies,July,6.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn pasture,TotalColonies,July,5.914166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn,TotalColonies,July,9.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,no gdn,TotalColonies,July,5.686666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,alt gdn,TotalColonies,July,6.7075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn pasture,TotalColonies,July,7.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn,TotalColonies,July,5.634166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,no gdn,TotalColonies,July,4.686666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,alt gdn,TotalColonies,July,4.759166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn pasture,TotalColonies,July,6.208333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn,TotalColonies,July,6.511666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,no gdn,TotalColonies,July,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,alt gdn,TotalColonies,July,6.549166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn pasture,TotalColonies,July,7.886666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn,TotalColoniesEverProduced,July,301.1058333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,no gdn,TotalColoniesEverProduced,July,254.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,alt gdn,TotalColoniesEverProduced,July,269.3925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn pasture,TotalColoniesEverProduced,July,271.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn,TotalColoniesEverProduced,July,335.3525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,no gdn,TotalColoniesEverProduced,July,266.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,alt gdn,TotalColoniesEverProduced,July,317.2525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn pasture,TotalColoniesEverProduced,July,278.9641667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn,TotalColoniesEverProduced,July,269.6358333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,no gdn,TotalColoniesEverProduced,July,259.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,alt gdn,TotalColoniesEverProduced,July,237.9083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn pasture,TotalColoniesEverProduced,July,270.9225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn,TotalColoniesEverProduced,July,380.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,no gdn,TotalColoniesEverProduced,July,289.1933333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,alt gdn,TotalColoniesEverProduced,July,305.1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn pasture,TotalColoniesEverProduced,July,285.8416667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn,TotalColoniesEverProduced,July,305.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,no gdn,TotalColoniesEverProduced,July,271.2725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,alt gdn,TotalColoniesEverProduced,July,252.8441667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn pasture,TotalColoniesEverProduced,July,253.7358333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn,TotalColoniesEverProduced,July,362.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,no gdn,TotalColoniesEverProduced,July,269.9333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,alt gdn,TotalColoniesEverProduced,July,292.7358333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn pasture,TotalColoniesEverProduced,July,276.8266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn,TotalColoniesEverProduced,July,358.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,no gdn,TotalColoniesEverProduced,July,304.3658333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,alt gdn,TotalColoniesEverProduced,July,300.5758333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,gdn pasture,TotalColoniesEverProduced,July,301.1316667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn,TotalColoniesEverProduced,July,381.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,no gdn,TotalColoniesEverProduced,July,271.9925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,alt gdn,TotalColoniesEverProduced,July,309.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH,gdn pasture,TotalColoniesEverProduced,July,305.4441667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn,TotalColoniesEverProduced,July,290.8358333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,no gdn,TotalColoniesEverProduced,July,291.7616667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,alt gdn,TotalColoniesEverProduced,July,314.7066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM,gdn pasture,TotalColoniesEverProduced,July,278.5291667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn,TotalColoniesEverProduced,July,360.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,no gdn,TotalColoniesEverProduced,July,286.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,alt gdn,TotalColoniesEverProduced,July,266.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN,gdn pasture,TotalColoniesEverProduced,July,299.0525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn,TotalColoniesEverProduced,July,282.7366667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,no gdn,TotalColoniesEverProduced,July,228.7291667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,alt gdn,TotalColoniesEverProduced,July,248.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OB,gdn pasture,TotalColoniesEverProduced,July,242.3775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn,TotalColoniesEverProduced,July,308.8875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,no gdn,TotalColoniesEverProduced,July,322.4666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,alt gdn,TotalColoniesEverProduced,July,281.5791667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,gdn pasture,TotalColoniesEverProduced,July,321.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn,TotalMales,July,125.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,no gdn,TotalMales,July,117.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,alt gdn,TotalMales,July,101.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,gdn pasture,TotalMales,July,122.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn,TotalMales,July,148.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,no gdn,TotalMales,July,122.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,alt gdn,TotalMales,July,138.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,gdn pasture,TotalMales,July,120.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn,TotalMales,July,109.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,no gdn,TotalMales,July,84.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,alt gdn,TotalMales,July,104.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHH,gdn pasture,TotalMales,July,116.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn,TotalMales,July,183.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,no gdn,TotalMales,July,139.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,alt gdn,TotalMales,July,133.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHM,gdn pasture,TotalMales,July,122.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn,TotalMales,July,115.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,no gdn,TotalMales,July,125.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,alt gdn,TotalMales,July,104.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,gdn pasture,TotalMales,July,114.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,gdn,TotalMales,July,159.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
